Employee_ID,Department,Hire_Year,Salary_Band,Annual_Salary,Remote_Work,Tenure_Years,Manager_Satisfaction,Promotions_Last_5_Years,Overtime_Hours_Per_Month,Attrition
EMP-13869,Engineering,2019,Entry Level,52559,Hybrid,5,2.0,2,21,No
EMP-13870,Engineering,2023,Senior,134621,Fully Remote,1,3.0,0,35,Yes
EMP-13871,Marketing,2012,Entry Level,51646,Hybrid,12,4.0,0,4,No
EMP-13872,Sales,2015,Executive,200849,Never,9,4.0,1,9,No
EMP-13873,Sales,2012,Mid Level,86160,Hybrid,12,2.0,0,15,No
EMP-13874,Marketing,2017,Entry Level,53634,Never,7,2.0,0,1,Yes
EMP-13875,Sales,2016,Entry Level,51967,Hybrid,8,2.0,0,3,Yes
EMP-13876,Sales,2022,Entry Level,54085,Hybrid,2,5.0,0,8,Yes
EMP-13877,Sales,2010,Entry Level,45572,Fully Remote,14,2.0,1,48,Yes
EMP-13878,Sales,2021,Entry Level,45854,Never,3,3.0,0,7,No
EMP-13879,Marketing,2020,Senior,132149,Hybrid,4,5.0,0,51,No
EMP-13880,Engineering,2018,Entry Level,48067,Hybrid,6,3.0,1,4,No
EMP-13881,Finance,2023,Mid Level,81770,Fully Remote,1,5.0,2,7,No
EMP-13882,Finance,2015,Entry Level,45660,Hybrid,9,4.0,0,29,No
EMP-13883,Marketing,2016,Mid Level,86915,Hybrid,8,2.0,0,2,No
EMP-13884,Engineering,2022,Mid Level,81502,Never,2,5.0,0,26,No
EMP-13885,Engineering,2022,Entry Level,47443,Never,2,3.0,1,5,No
EMP-13886,Sales,2020,Entry Level,52503,Hybrid,4,5.0,0,8,No
EMP-13887,Engineering,2022,Entry Level,46833,Hybrid,2,3.0,0,30,No
EMP-13888,Sales,2017,Mid Level,89726,Hybrid,7,3.0,2,5,No
EMP-13889,Marketing,2020,Mid Level,89926,Hybrid,4,1.0,0,14,Yes
EMP-13890,Engineering,2014,Mid Level,89572,Hybrid,10,1.0,0,11,Yes
EMP-13891,Finance,2022,Entry Level,50576,Hybrid,2,1.0,2,49,Yes
EMP-13892,Marketing,2019,Mid Level,83639,Hybrid,5,3.0,0,5,No
EMP-13893,Sales,2013,Mid Level,81544,Hybrid,11,2.0,0,6,Yes
EMP-13894,Engineering,2015,Entry Level,53365,Hybrid,9,1.0,1,34,Yes
EMP-13895,Sales,2018,Mid Level,86311,Fully Remote,6,4.0,1,37,Yes
EMP-13896,Sales,2014,Mid Level,82303,Hybrid,10,3.0,1,15,No
EMP-13897,HR,2017,Entry Level,52915,Hybrid,7,5.0,0,3,No
EMP-13898,Finance,2014,Entry Level,51223,Hybrid,10,5.0,0,26,No
EMP-13899,Engineering,2012,Mid Level,87038,Fully Remote,12,4.0,0,1,No
EMP-13900,Sales,2015,Entry Level,48097,Hybrid,9,,1,5,Yes
EMP-13901,Sales,2017,Senior,132397,Hybrid,7,2.0,0,16,No
EMP-13902,Engineering,2021,Entry Level,52540,Hybrid,3,3.0,0,3,No
EMP-13903,Sales,2010,Entry Level,46386,Hybrid,14,5.0,0,1,No
EMP-13904,Marketing,2023,Mid Level,85663,Hybrid,1,4.0,0,0,No
EMP-13905,Sales,2015,Mid Level,81289,Fully Remote,9,2.0,1,6,Yes
EMP-13906,Engineering,2020,Senior,132999,Fully Remote,4,5.0,2,7,No
EMP-13907,Engineering,2015,Mid Level,82736,Never,9,2.0,0,22,Yes
EMP-13908,Marketing,2017,Mid Level,84482,Fully Remote,7,4.0,0,3,No
EMP-13909,Finance,2022,Mid Level,87516,Fully Remote,2,1.0,0,9,No
EMP-13910,Marketing,2021,Entry Level,49648,Fully Remote,3,3.0,0,20,No
EMP-13911,Sales,2018,Mid Level,82440,Hybrid,6,2.0,0,1,Yes
EMP-13912,Engineering,2022,Entry Level,50484,Hybrid,2,1.0,1,6,No
EMP-13913,Marketing,2020,Entry Level,53756,Never,4,1.0,0,1,No
EMP-13914,Sales,2014,Mid Level,89903,Hybrid,10,1.0,1,8,No
EMP-13915,Sales,2018,Entry Level,47272,Hybrid,6,2.0,1,1,No
EMP-13916,Sales,2012,Mid Level,86261,Hybrid,12,4.0,0,1,No
EMP-13917,Engineering,2018,Entry Level,54171,Never,6,1.0,0,7,No
EMP-13918,Marketing,2023,Senior,131480,Fully Remote,1,1.0,1,25,No
EMP-13919,Sales,2021,Entry Level,52798,Hybrid,3,3.0,0,8,No
EMP-13920,Finance,2011,Entry Level,50281,Hybrid,13,5.0,0,0,No
EMP-13921,Marketing,2018,Entry Level,48566,Hybrid,6,3.0,0,18,Yes
EMP-13922,Engineering,2011,Entry Level,54186,Hybrid,13,2.0,0,52,Yes
EMP-13923,Engineering,2023,Mid Level,82659,Hybrid,1,3.0,1,103,No
EMP-13924,Engineering,2016,Mid Level,81635,Fully Remote,8,1.0,1,36,Yes
EMP-13925,Sales,2010,Mid Level,88845,Hybrid,14,4.0,1,4,No
EMP-13926,Engineering,2014,Mid Level,88944,Hybrid,10,1.0,1,50,Yes
EMP-13927,Marketing,2010,Entry Level,51181,Hybrid,14,4.0,0,12,No
EMP-13928,Engineering,2014,Mid Level,88807,Hybrid,10,5.0,0,16,No
EMP-13929,Engineering,2014,Entry Level,46752,Hybrid,10,3.0,0,34,No
EMP-13930,Engineering,2020,Senior,128402,Never,4,3.0,0,2,No
EMP-13931,Finance,2018,Mid Level,82613,Never,6,5.0,1,4,No
EMP-13932,Sales,2016,Entry Level,50737,Hybrid,8,2.0,1,7,Yes
EMP-13933,Engineering,2022,Entry Level,47886,Fully Remote,2,2.0,1,13,Yes
EMP-13934,Engineering,2011,Mid Level,81355,Hybrid,13,2.0,2,14,Yes
EMP-13935,Finance,2016,Entry Level,45217,Hybrid,8,4.0,0,22,Yes
EMP-13936,Engineering,2017,Mid Level,84862,Hybrid,7,1.0,0,10,Yes
EMP-13937,Sales,2012,Entry Level,51862,Hybrid,12,,0,3,No
EMP-13938,Sales,2014,Executive,200680,Never,10,1.0,1,16,Yes
EMP-13939,Engineering,2019,Mid Level,84436,Hybrid,5,3.0,1,44,No
EMP-13940,Sales,2023,Entry Level,46615,Hybrid,1,3.0,1,12,No
EMP-13941,Sales,2012,Mid Level,80658,Hybrid,12,2.0,0,1,Yes
EMP-13942,Finance,2012,Entry Level,50397,Never,12,3.0,2,27,No
EMP-13943,Sales,2013,Senior,127512,Never,11,2.0,0,3,Yes
EMP-13944,Engineering,2020,Entry Level,52333,Hybrid,4,2.0,1,1,No
EMP-13945,Sales,2013,Mid Level,89242,Hybrid,11,2.0,1,3,No
EMP-13946,Finance,2015,Entry Level,48863,Hybrid,9,4.0,0,10,No
EMP-13947,Sales,2011,Entry Level,54967,Hybrid,13,2.0,1,2,No
EMP-13948,HR,2022,Mid Level,84773,Hybrid,2,4.0,1,12,No
EMP-13949,Sales,2014,Mid Level,84450,Hybrid,10,3.0,2,4,No
EMP-13950,Sales,2019,Entry Level,51428,Hybrid,5,5.0,1,4,No
EMP-13951,Sales,2013,Entry Level,47479,Hybrid,11,1.0,0,22,Yes
EMP-13952,Marketing,2016,Senior,133015,Hybrid,8,5.0,1,18,No
EMP-13953,Marketing,2020,Executive,197924,Never,4,4.0,0,11,No
EMP-13954,Sales,2014,Mid Level,82337,Hybrid,10,3.0,0,17,No
EMP-13955,Marketing,2019,Entry Level,53536,Never,5,5.0,0,36,Yes
EMP-13956,Engineering,2018,Mid Level,82276,Hybrid,6,2.0,2,3,No
EMP-13957,Sales,2014,Entry Level,50879,Hybrid,10,2.0,1,28,No
EMP-13958,HR,2012,Mid Level,88052,Never,12,1.0,0,8,Yes
EMP-13959,Engineering,2019,Mid Level,82743,Hybrid,5,2.0,1,2,No
EMP-13960,Engineering,2012,Mid Level,87200,Hybrid,12,1.0,0,5,No
EMP-13961,Finance,2017,Entry Level,52772,Hybrid,7,1.0,0,15,Yes
EMP-13962,Finance,2010,Senior,134081,Hybrid,14,2.0,1,10,No
EMP-13963,Finance,2013,Entry Level,51400,Fully Remote,11,5.0,0,6,No
EMP-13964,Engineering,2011,Executive,202337,Hybrid,13,,0,7,No
EMP-13965,Engineering,2017,Entry Level,49518,Hybrid,7,3.0,0,0,Yes
EMP-13966,Sales,2012,Entry Level,48149,Hybrid,12,4.0,0,3,Yes
EMP-13967,Sales,2014,Mid Level,85412,Hybrid,10,4.0,0,34,No
EMP-13968,Sales,2021,Entry Level,49574,Never,3,4.0,1,15,No
EMP-13969,Sales,2021,Entry Level,48125,Hybrid,3,2.0,1,2,No
EMP-13970,Engineering,2020,Entry Level,45674,Hybrid,4,3.0,0,58,Yes
EMP-13971,Sales,2016,Mid Level,83513,Hybrid,8,4.0,0,12,Yes
EMP-13972,Engineering,2011,Entry Level,54127,Fully Remote,13,2.0,1,12,Yes
EMP-13973,Sales,2010,Mid Level,86519,Hybrid,14,1.0,0,8,Yes
EMP-13974,Sales,2014,Mid Level,83931,Fully Remote,10,,1,31,No
EMP-13975,Finance,2023,Senior,131523,Hybrid,1,2.0,1,28,No
EMP-13976,Sales,2016,Entry Level,53669,Hybrid,8,4.0,0,64,Yes
EMP-13977,Engineering,2017,Mid Level,80078,Hybrid,7,2.0,0,25,Yes
EMP-13978,Sales,2011,Entry Level,52825,Fully Remote,13,5.0,0,4,Yes
EMP-13979,Sales,2014,Senior,125623,Hybrid,10,3.0,0,13,No
EMP-13980,Finance,2013,Entry Level,46377,Fully Remote,11,4.0,0,22,Yes
EMP-13981,Marketing,2019,Entry Level,45724,Hybrid,5,3.0,1,8,No
EMP-13982,Engineering,2010,Entry Level,52089,Hybrid,14,1.0,0,12,Yes
EMP-13983,Engineering,2019,Entry Level,49596,Hybrid,5,3.0,0,6,Yes
EMP-13984,Finance,2014,Entry Level,48358,Fully Remote,10,3.0,0,29,No
EMP-13985,Engineering,2015,Entry Level,50019,Hybrid,9,4.0,0,0,No
EMP-13986,Sales,2022,Entry Level,54301,Never,2,5.0,0,22,Yes
EMP-13987,Sales,2021,Mid Level,87194,Fully Remote,3,3.0,0,21,No
EMP-13988,Sales,2014,Executive,197887,Fully Remote,10,4.0,0,7,Yes
EMP-13989,Engineering,2021,Entry Level,53528,Fully Remote,3,3.0,0,4,No
EMP-13990,Engineering,2022,Mid Level,80246,Never,2,2.0,0,29,No
EMP-13991,Engineering,2020,Entry Level,53011,Hybrid,4,2.0,0,44,Yes
EMP-13992,Engineering,2022,Mid Level,83314,Hybrid,2,1.0,0,22,No
EMP-13993,Engineering,2020,Mid Level,83144,Hybrid,4,1.0,1,1,No
EMP-13994,Finance,2015,Mid Level,86836,Never,9,4.0,0,3,No
EMP-13995,Engineering,2020,Entry Level,49817,Hybrid,4,3.0,0,1,No
EMP-13996,Sales,2017,Mid Level,84033,Hybrid,7,1.0,0,18,No
EMP-13997,Engineering,2021,Senior,129510,Hybrid,3,5.0,1,0,Yes
EMP-13998,Sales,2010,Senior,129559,Hybrid,14,,0,34,No
EMP-13999,Sales,2021,Mid Level,81013,Hybrid,3,,0,3,No
EMP-14000,Engineering,2023,Entry Level,45389,Hybrid,1,3.0,0,45,No
EMP-14001,Sales,2019,Senior,133785,Hybrid,5,3.0,0,5,No
EMP-14002,Sales,2014,Mid Level,84328,Hybrid,10,3.0,0,19,Yes
EMP-14003,Marketing,2016,Mid Level,87159,Never,8,1.0,0,0,No
EMP-14004,HR,2015,Mid Level,89840,Hybrid,9,1.0,0,4,Yes
EMP-14005,Finance,2017,Entry Level,52751,Hybrid,7,5.0,0,2,No
EMP-14006,Engineering,2022,Entry Level,52184,Hybrid,2,4.0,0,31,No
EMP-14007,Engineering,2016,Mid Level,84693,Fully Remote,8,4.0,1,44,No
EMP-14008,Sales,2014,Mid Level,85959,Hybrid,10,5.0,1,8,No
EMP-14009,Finance,2011,Mid Level,86322,Hybrid,13,4.0,0,5,No
EMP-14010,Marketing,2017,Entry Level,48041,Hybrid,7,2.0,0,7,No
EMP-14011,Finance,2013,Entry Level,50643,Fully Remote,11,2.0,0,56,Yes
EMP-14012,Engineering,2017,Entry Level,51596,Hybrid,7,5.0,0,5,No
EMP-14013,Engineering,2010,Entry Level,54352,Never,14,1.0,1,12,Yes
EMP-14014,Sales,2021,Entry Level,54145,Hybrid,3,1.0,2,0,Yes
EMP-14015,Engineering,2022,Entry Level,45789,Fully Remote,2,1.0,1,11,Yes
EMP-14016,Engineering,2017,Entry Level,50085,Fully Remote,7,2.0,0,7,Yes
EMP-14017,Sales,2021,Mid Level,81417,Hybrid,3,3.0,1,53,Yes
EMP-14018,Engineering,2023,Mid Level,84542,Hybrid,1,3.0,2,21,No
EMP-14019,Sales,2014,Entry Level,46123,Hybrid,10,5.0,0,7,No
EMP-14020,Engineering,2023,Entry Level,48110,Fully Remote,1,5.0,0,4,No
EMP-14021,Sales,2020,Senior,129313,Hybrid,4,3.0,1,3,Yes
EMP-14022,Engineering,2017,Entry Level,53554,Hybrid,7,3.0,0,2,No
EMP-14023,Engineering,2014,Mid Level,87997,Hybrid,10,1.0,0,11,Yes
EMP-14024,Engineering,2020,Mid Level,82185,Fully Remote,4,2.0,0,3,Yes
EMP-14025,Sales,2011,Mid Level,89640,Hybrid,13,1.0,0,7,Yes
EMP-14026,Marketing,2010,Senior,133396,Never,14,1.0,1,4,No
EMP-14027,Engineering,2020,Mid Level,84290,Never,4,5.0,1,3,No
EMP-14028,Sales,2014,Executive,198884,Hybrid,10,1.0,1,12,No
EMP-14029,Engineering,2022,Mid Level,87625,Never,2,4.0,1,11,No
EMP-14030,Engineering,2013,Entry Level,45565,Fully Remote,11,1.0,0,1,No
EMP-14031,Engineering,2013,Entry Level,54650,Never,11,4.0,2,14,No
EMP-14032,Marketing,2020,Mid Level,88412,Never,4,5.0,0,13,No
EMP-14033,Sales,2019,Entry Level,49320,Hybrid,5,2.0,0,5,Yes
EMP-14034,HR,2018,Mid Level,84946,Fully Remote,6,4.0,0,10,No
EMP-14035,Finance,2014,Entry Level,54312,Hybrid,10,,1,27,No
EMP-14036,HR,2010,Entry Level,49058,Fully Remote,14,2.0,1,0,Yes
EMP-14037,Engineering,2021,Mid Level,81127,Fully Remote,3,,1,14,No
EMP-14038,Engineering,2019,Entry Level,48257,Never,5,4.0,0,4,No
EMP-14039,Engineering,2012,Mid Level,89192,Hybrid,12,2.0,0,24,No
EMP-14040,Finance,2015,Entry Level,48315,Never,9,5.0,1,6,No
EMP-14041,Sales,2023,Mid Level,84864,Fully Remote,1,5.0,0,4,No
EMP-14042,Engineering,2020,Entry Level,49501,Fully Remote,4,3.0,1,24,No
EMP-14043,Engineering,2021,Executive,201278,Never,3,3.0,0,19,Yes
EMP-14044,Finance,2016,Entry Level,51420,Fully Remote,8,5.0,1,9,No
EMP-14045,Engineering,2019,Entry Level,48092,Hybrid,5,5.0,0,3,Yes
EMP-14046,Marketing,2012,Mid Level,82934,Never,12,3.0,0,1,No
EMP-14047,Finance,2013,Mid Level,88270,Hybrid,11,3.0,0,29,Yes
EMP-14048,Marketing,2011,Senior,125418,Never,13,2.0,0,36,No
EMP-14049,Sales,2013,Senior,133759,Hybrid,11,1.0,0,3,Yes
EMP-14050,Engineering,2012,Mid Level,88233,Hybrid,12,2.0,0,4,No
EMP-14051,Finance,2022,Executive,196691,Hybrid,2,1.0,0,0,No
EMP-14052,Finance,2017,Mid Level,88378,Hybrid,7,5.0,1,7,No
EMP-14053,Marketing,2020,Entry Level,45397,Hybrid,4,5.0,1,42,No
EMP-14054,Engineering,2017,Senior,134857,Hybrid,7,1.0,0,7,Yes
EMP-14055,Sales,2020,Mid Level,80879,Fully Remote,4,4.0,0,24,No
EMP-14056,Marketing,2020,Entry Level,52352,Hybrid,4,1.0,0,0,Yes
EMP-14057,Engineering,2012,Mid Level,89530,Hybrid,12,2.0,0,15,Yes
EMP-14058,Engineering,2015,Entry Level,54380,Hybrid,9,3.0,1,10,No
EMP-14059,Sales,2016,Senior,127013,Hybrid,8,3.0,1,21,No
EMP-14060,HR,2023,Mid Level,89921,Fully Remote,1,2.0,1,2,Yes
EMP-14061,Engineering,2023,Entry Level,45472,Hybrid,1,1.0,0,33,No
EMP-14062,Engineering,2014,Entry Level,50716,Hybrid,10,2.0,2,24,Yes
EMP-14063,Marketing,2013,Executive,197001,Hybrid,11,5.0,2,20,No
EMP-14064,Sales,2022,Entry Level,49507,Fully Remote,2,3.0,0,29,No
EMP-14065,Marketing,2016,Senior,129486,Never,8,2.0,0,9,Yes
EMP-14066,Marketing,2021,Executive,199873,Hybrid,3,1.0,0,2,No
EMP-14067,Engineering,2023,Mid Level,82839,Fully Remote,1,5.0,0,1,No
EMP-14068,Engineering,2015,Mid Level,84400,Fully Remote,9,2.0,0,2,Yes
EMP-14069,Sales,2016,Mid Level,80112,Fully Remote,8,5.0,2,11,No
EMP-14070,Engineering,2014,Mid Level,88011,Hybrid,10,4.0,0,0,No
EMP-14071,Finance,2014,Mid Level,85072,Hybrid,10,3.0,0,20,No
EMP-14072,Engineering,2011,Senior,127998,Never,13,2.0,1,5,No
EMP-14073,Sales,2018,Mid Level,87797,Fully Remote,6,1.0,1,36,No
EMP-14074,Sales,2017,Entry Level,46333,Fully Remote,7,1.0,2,13,No
EMP-14075,Marketing,2013,Entry Level,47149,Hybrid,11,3.0,1,28,No
EMP-14076,Engineering,2020,Entry Level,48159,Never,4,4.0,1,13,Yes
EMP-14077,Finance,2015,Mid Level,81016,Never,9,,0,2,Yes
EMP-14078,Engineering,2010,Entry Level,47733,Never,14,5.0,0,5,No
EMP-14079,Sales,2021,Senior,127582,Hybrid,3,1.0,0,12,No
EMP-14080,Engineering,2021,Senior,125675,Never,3,4.0,0,14,No
EMP-14081,Finance,2011,Mid Level,89136,Hybrid,13,4.0,0,53,Yes
EMP-14082,Sales,2021,Senior,127529,Hybrid,3,1.0,0,4,No
EMP-14083,Sales,2019,Senior,127572,Hybrid,5,4.0,0,4,No
EMP-14084,Sales,2019,Entry Level,52608,Hybrid,5,2.0,0,11,Yes
EMP-14085,Sales,2023,Mid Level,81556,Hybrid,1,,0,0,No
EMP-14086,HR,2013,Mid Level,84462,Fully Remote,11,5.0,1,6,No
EMP-14087,Engineering,2021,Entry Level,49764,Fully Remote,3,2.0,1,0,No
EMP-14088,Engineering,2020,Entry Level,46867,Hybrid,4,1.0,0,12,Yes
EMP-14089,Marketing,2014,Entry Level,49770,Hybrid,10,3.0,1,16,No
EMP-14090,Engineering,2020,Mid Level,86759,Hybrid,4,5.0,1,15,No
EMP-14091,Engineering,2015,Mid Level,80882,Hybrid,9,5.0,0,18,No
EMP-14092,Marketing,2022,Entry Level,48366,Never,2,5.0,1,49,No
EMP-14093,Engineering,2015,Entry Level,45733,Hybrid,9,2.0,1,10,Yes
EMP-14094,Finance,2012,Mid Level,82633,Never,12,4.0,1,8,No
EMP-14095,Engineering,2017,Senior,127701,Hybrid,7,1.0,0,35,Yes
EMP-14096,Engineering,2018,Mid Level,86088,Never,6,1.0,0,4,Yes
EMP-14097,Sales,2015,Mid Level,86678,Hybrid,9,5.0,0,5,No
EMP-14098,Finance,2021,Entry Level,49521,Never,3,3.0,2,1,No
EMP-14099,Engineering,2014,Senior,134237,Fully Remote,10,5.0,0,31,No
EMP-14100,Engineering,2023,Mid Level,88611,Hybrid,1,5.0,0,17,No
EMP-14101,Sales,2012,Senior,128489,Fully Remote,12,3.0,1,7,No
EMP-14102,Sales,2014,Mid Level,84768,Hybrid,10,3.0,1,5,No
EMP-14103,Sales,2013,Senior,133747,Hybrid,11,1.0,1,10,No
EMP-14104,Marketing,2020,Executive,199178,Fully Remote,4,1.0,0,3,No
EMP-14105,Engineering,2020,Entry Level,52414,Fully Remote,4,5.0,0,7,No
EMP-14106,Engineering,2013,Entry Level,53086,Hybrid,11,2.0,1,6,Yes
EMP-14107,Engineering,2016,Entry Level,54026,Hybrid,8,3.0,0,3,Yes
EMP-14108,Finance,2018,Mid Level,86237,Never,6,3.0,0,11,No
EMP-14109,Sales,2010,Mid Level,83215,Hybrid,14,3.0,1,17,No
EMP-14110,Sales,2023,Entry Level,46351,Hybrid,1,2.0,2,12,Yes
EMP-14111,HR,2016,Mid Level,84502,Hybrid,8,1.0,0,8,Yes
EMP-14112,Sales,2017,Mid Level,82232,Hybrid,7,5.0,0,5,No
EMP-14113,Marketing,2019,Entry Level,45164,Hybrid,5,3.0,2,0,No
EMP-14114,Marketing,2017,Entry Level,50053,Never,7,4.0,1,1,Yes
EMP-14115,Engineering,2016,Mid Level,80765,Fully Remote,8,4.0,0,11,No
EMP-14116,Engineering,2015,Mid Level,89872,Hybrid,9,2.0,1,20,No
EMP-14117,Finance,2021,Mid Level,80649,Never,3,4.0,1,5,No
EMP-14118,Sales,2014,Mid Level,82174,Never,10,2.0,0,3,No
EMP-14119,Engineering,2013,Entry Level,53825,Hybrid,11,5.0,0,9,Yes
EMP-14120,Engineering,2016,Mid Level,87196,Hybrid,8,1.0,1,8,Yes
EMP-14121,Sales,2018,Executive,195666,Hybrid,6,4.0,0,6,No
EMP-14122,Marketing,2012,Mid Level,84683,Fully Remote,12,2.0,0,2,Yes
EMP-14123,Sales,2017,Entry Level,50617,Never,7,3.0,0,4,No
EMP-14124,Sales,2020,Entry Level,51095,Hybrid,4,5.0,0,55,Yes
EMP-14125,Sales,2013,Mid Level,87954,Hybrid,11,5.0,1,19,No
EMP-14126,Sales,2010,Entry Level,45453,Hybrid,14,,0,8,Yes
EMP-14127,Engineering,2012,Mid Level,80995,Hybrid,12,5.0,1,0,No
EMP-14128,Engineering,2012,Senior,133714,Hybrid,12,4.0,0,6,No
EMP-14129,Sales,2012,Executive,203450,Fully Remote,12,3.0,0,5,No
EMP-14130,Marketing,2023,Entry Level,47347,Fully Remote,1,3.0,0,9,No
EMP-14131,Finance,2013,Entry Level,49636,Hybrid,11,2.0,1,26,No
EMP-14132,Engineering,2011,Senior,127921,Hybrid,13,4.0,0,1,No
EMP-14133,Engineering,2022,Senior,134076,Hybrid,2,1.0,0,1,Yes
EMP-14134,Engineering,2017,Executive,202239,Fully Remote,7,5.0,0,9,No
EMP-14135,Marketing,2022,Executive,200856,Hybrid,2,3.0,0,7,No
EMP-14136,Sales,2019,Mid Level,84010,Fully Remote,5,5.0,0,7,No
EMP-14137,Engineering,2012,Mid Level,88835,Hybrid,12,1.0,0,11,Yes
EMP-14138,Marketing,2017,Entry Level,53892,Fully Remote,7,2.0,1,31,No
EMP-14139,Engineering,2020,Mid Level,85423,Hybrid,4,4.0,0,3,No
EMP-14140,Sales,2020,Mid Level,86490,Fully Remote,4,5.0,0,28,No
EMP-14141,Sales,2011,Entry Level,51096,Never,13,5.0,0,0,Yes
EMP-14142,Finance,2019,Mid Level,88543,Never,5,1.0,0,2,Yes
EMP-14143,Finance,2010,Mid Level,87394,Fully Remote,14,5.0,1,22,No
EMP-14144,Marketing,2014,Entry Level,46648,Fully Remote,10,3.0,1,7,Yes
EMP-14145,Engineering,2021,Executive,203962,Hybrid,3,2.0,1,15,No
EMP-14146,Sales,2015,Mid Level,81995,Hybrid,9,3.0,0,16,Yes
EMP-14147,Finance,2014,Senior,128543,Never,10,4.0,0,19,No
EMP-14148,Engineering,2015,Mid Level,80127,Fully Remote,9,2.0,1,27,No
EMP-14149,Engineering,2011,Entry Level,52926,Fully Remote,13,5.0,0,25,No
EMP-14150,Engineering,2010,Mid Level,89064,Fully Remote,14,5.0,1,0,No
EMP-14151,Sales,2020,Senior,132573,Hybrid,4,2.0,1,51,Yes
EMP-14152,Engineering,2012,Mid Level,83501,Hybrid,12,5.0,0,0,Yes
EMP-14153,Finance,2010,Mid Level,81954,Hybrid,14,2.0,1,81,No
EMP-14154,Engineering,2016,Entry Level,46259,Hybrid,8,4.0,1,4,No
EMP-14155,Sales,2020,Mid Level,85139,Hybrid,4,3.0,1,10,No
EMP-14156,Engineering,2011,Mid Level,84470,Fully Remote,13,3.0,0,13,No
EMP-14157,Engineering,2019,Mid Level,89479,Fully Remote,5,4.0,1,0,Yes
EMP-14158,Engineering,2021,Senior,131132,Hybrid,3,1.0,0,8,Yes
EMP-14159,Finance,2013,Entry Level,50727,Hybrid,11,1.0,1,13,Yes
EMP-14160,Sales,2015,Mid Level,85000,Hybrid,9,3.0,1,26,No
EMP-14161,Sales,2017,Mid Level,86036,Hybrid,7,,0,30,No
EMP-14162,Engineering,2019,Entry Level,54364,Hybrid,5,2.0,2,47,Yes
EMP-14163,Sales,2017,Entry Level,47323,Fully Remote,7,3.0,0,2,No
EMP-14164,Sales,2011,Mid Level,86438,Fully Remote,13,4.0,0,13,Yes
EMP-14165,Engineering,2015,Entry Level,54444,Never,9,1.0,1,22,No
EMP-14166,Finance,2013,Mid Level,85208,Fully Remote,11,1.0,0,19,Yes
EMP-14167,Engineering,2013,Mid Level,85707,Fully Remote,11,2.0,0,62,Yes
EMP-14168,Sales,2018,Senior,125242,Hybrid,6,2.0,1,5,Yes
EMP-14169,Engineering,2012,Mid Level,83432,Fully Remote,12,1.0,1,6,No
EMP-14170,Engineering,2013,Mid Level,81854,Hybrid,11,1.0,0,28,No
EMP-14171,Engineering,2010,Entry Level,51613,Hybrid,14,5.0,0,3,No
EMP-14172,Engineering,2011,Senior,132790,Hybrid,13,5.0,0,5,No
EMP-14173,Engineering,2014,Entry Level,47702,Never,10,3.0,1,10,Yes
EMP-14174,Sales,2019,Entry Level,48575,Fully Remote,5,5.0,0,6,Yes
EMP-14175,Finance,2017,Executive,203291,Hybrid,7,2.0,0,16,No
EMP-14176,Sales,2022,Entry Level,49501,Hybrid,2,4.0,0,10,No
EMP-14177,Sales,2021,Entry Level,50581,Hybrid,3,,0,41,No
EMP-14178,Sales,2010,Mid Level,82727,Fully Remote,14,1.0,0,12,Yes
EMP-14179,Engineering,2010,Entry Level,51678,Hybrid,14,4.0,0,5,No
EMP-14180,Sales,2012,Mid Level,82663,Hybrid,12,2.0,0,32,Yes
EMP-14181,Marketing,2010,Entry Level,47446,Never,14,4.0,2,14,Yes
EMP-14182,Sales,2019,Executive,198993,Hybrid,5,3.0,2,55,No
EMP-14183,Marketing,2017,Mid Level,83249,Hybrid,7,5.0,0,1,No
EMP-14184,Engineering,2020,Entry Level,48942,Hybrid,4,3.0,0,3,No
EMP-14185,Engineering,2019,Entry Level,53661,Hybrid,5,2.0,0,1,Yes
EMP-14186,Marketing,2017,Mid Level,89619,Hybrid,7,4.0,1,0,No
EMP-14187,Sales,2013,Entry Level,53202,Hybrid,11,4.0,1,20,No
EMP-14188,Engineering,2015,Mid Level,88107,Fully Remote,9,1.0,0,1,Yes
EMP-14189,Sales,2016,Entry Level,45058,Never,8,2.0,0,16,Yes
EMP-14190,Sales,2020,Entry Level,52074,Hybrid,4,5.0,1,23,No
EMP-14191,Marketing,2015,Entry Level,53485,Hybrid,9,,0,15,Yes
EMP-14192,Engineering,2011,Senior,127259,Fully Remote,13,2.0,0,68,Yes
EMP-14193,Sales,2014,Entry Level,51698,Fully Remote,10,3.0,0,13,Yes
EMP-14194,Marketing,2023,Mid Level,80471,Hybrid,1,2.0,0,17,No
EMP-14195,Finance,2011,Mid Level,86912,Hybrid,13,4.0,0,3,No
EMP-14196,Engineering,2017,Entry Level,49971,Hybrid,7,2.0,1,8,No
EMP-14197,Engineering,2010,Entry Level,50258,Hybrid,14,3.0,1,11,No
EMP-14198,Engineering,2019,Mid Level,89524,Fully Remote,5,2.0,0,16,No
EMP-14199,HR,2011,Mid Level,86942,Never,13,5.0,0,8,Yes
EMP-14200,Sales,2020,Mid Level,85268,Fully Remote,4,4.0,1,24,No
EMP-14201,Engineering,2022,Mid Level,87832,Hybrid,2,1.0,1,8,No
EMP-14202,Finance,2013,Mid Level,80103,Never,11,1.0,1,25,Yes
EMP-14203,Engineering,2022,Entry Level,45129,Fully Remote,2,1.0,2,7,No
