Employee_ID,Department,Hire_Year,Salary_Band,Annual_Salary,Remote_Work,Tenure_Years,Manager_Satisfaction,Promotions_Last_5_Years,Overtime_Hours_Per_Month,Attrition,Attrition_Probability,Flight_Risk_Tier,Estimated_Cost_of_Turnover
EMP-14822,Engineering,2017,Entry Level,48573,Hybrid,7,5.0,1,10,No,0.20191459820890853,Low Risk,9714.6
EMP-14823,Engineering,2013,Mid Level,86660,Never,11,5.0,0,31,Yes,0.5361446670960497,Medium Risk,17332.0
EMP-14824,Marketing,2018,Entry Level,51551,Never,6,2.0,0,1,Yes,0.7088795795989996,High Risk,10310.2
EMP-14825,Engineering,2010,Entry Level,53896,Fully Remote,14,2.0,0,12,Yes,0.6284553943413463,Medium Risk,10779.2
EMP-14826,Marketing,2018,Entry Level,48338,Hybrid,6,1.0,0,4,Yes,0.6256385511174727,Medium Risk,9667.6
EMP-14827,Sales,2016,Entry Level,51070,Fully Remote,8,4.0,0,0,No,0.3741481994389947,Medium Risk,10214.0
EMP-14828,Engineering,2015,Entry Level,51331,Hybrid,9,3.0,0,5,No,0.33718759512543206,Low Risk,10266.2
EMP-14829,Sales,2011,Senior,130565,Never,13,1.0,0,71,Yes,0.8487100499134764,High Risk,26113.0
EMP-14830,Engineering,2017,Senior,134582,Never,7,5.0,0,8,Yes,0.2872983754659787,Low Risk,26916.4
EMP-14831,Sales,2019,Mid Level,87335,Hybrid,5,2.0,0,5,Yes,0.49806784541047294,Medium Risk,17467.0
EMP-14832,Engineering,2020,Entry Level,51818,Hybrid,4,3.0,1,11,No,0.20524849354468294,Low Risk,10363.6
EMP-14833,Engineering,2019,Senior,125178,Never,5,4.0,1,1,No,0.16458770210679943,Low Risk,25035.600000000002
EMP-14834,Engineering,2011,Senior,134428,Fully Remote,13,4.0,1,2,No,0.08754427803849868,Low Risk,26885.600000000002
EMP-14835,Engineering,2010,Entry Level,49920,Hybrid,14,3.0,1,18,No,0.18158537574149555,Low Risk,9984.0
EMP-14836,Engineering,2011,Mid Level,84981,Fully Remote,13,4.0,0,10,No,0.24116700309977593,Low Risk,16996.2
EMP-14837,HR,2016,Entry Level,45873,Never,8,3.0,0,6,No,0.3457690780560221,Low Risk,9174.6
EMP-14838,Sales,2022,Mid Level,82816,Fully Remote,2,2.0,0,7,Yes,0.3578744771654393,Medium Risk,16563.2
EMP-14839,Sales,2011,Entry Level,53133,Hybrid,13,5.0,0,3,No,0.3737459210037021,Medium Risk,10626.6
EMP-14840,Engineering,2014,Entry Level,47070,Fully Remote,10,1.0,0,2,No,0.5787900217465938,Medium Risk,9414.0
EMP-14841,Sales,2020,Mid Level,86734,Never,4,2.0,0,20,Yes,0.5536287207856988,Medium Risk,17346.8
EMP-14842,Marketing,2023,Mid Level,80428,Never,1,3.0,0,1,No,0.2210435140599693,Low Risk,16085.6
EMP-14843,Marketing,2016,Mid Level,81027,Hybrid,8,1.0,0,23,Yes,0.4734747098225202,Medium Risk,16205.400000000001
EMP-14844,Sales,2019,Mid Level,81610,Hybrid,5,5.0,1,16,No,0.10014418043664257,Low Risk,16322.0
EMP-14845,Engineering,2021,Entry Level,46556,Fully Remote,3,3.0,0,15,No,0.20357572780275635,Low Risk,9311.2
EMP-14846,Finance,2020,Mid Level,84002,Hybrid,4,5.0,0,16,Yes,0.22467182986239453,Low Risk,16800.4
EMP-14847,Engineering,2019,Entry Level,47784,Hybrid,5,1.0,2,59,Yes,0.6852470487211884,High Risk,9556.800000000001
EMP-14848,Finance,2019,Entry Level,50778,Hybrid,5,1.0,1,16,No,0.46820304201375285,Medium Risk,10155.6
EMP-14849,Sales,2018,Entry Level,51885,Fully Remote,6,4.0,0,2,Yes,0.37021895280961054,Medium Risk,10377.0
EMP-14850,Marketing,2020,Mid Level,87929,Hybrid,4,1.0,1,15,Yes,0.3254890013944686,Low Risk,17585.8
EMP-14851,Sales,2012,Mid Level,82076,Hybrid,12,2.0,0,0,No,0.5246935154433618,Medium Risk,16415.2
EMP-14852,Engineering,2015,Mid Level,89890,Hybrid,9,4.0,0,2,Yes,0.23622082442920864,Low Risk,17978.0
EMP-14853,Engineering,2021,Entry Level,46866,Hybrid,3,5.0,1,4,No,0.1752593148880514,Low Risk,9373.2
EMP-14854,Engineering,2011,Mid Level,88648,Fully Remote,13,3.0,0,9,No,0.23288378561112058,Low Risk,17729.600000000002
EMP-14855,Sales,2012,Mid Level,81642,Hybrid,12,3.0,1,7,No,0.08367918902165354,Low Risk,16328.400000000001
EMP-14856,Sales,2011,Mid Level,84250,Hybrid,13,2.0,0,17,No,0.5565364517623717,Medium Risk,16850.0
EMP-14857,Sales,2010,Entry Level,48185,Hybrid,14,5.0,1,9,No,0.16840974135372724,Low Risk,9637.0
EMP-14858,Sales,2017,Entry Level,49253,Never,7,4.0,0,14,No,0.37573642631553417,Medium Risk,9850.6
EMP-14859,Engineering,2020,Senior,126626,Fully Remote,4,5.0,0,1,Yes,0.23460791268400208,Low Risk,25325.2
EMP-14860,Sales,2017,Entry Level,47468,Hybrid,7,5.0,0,16,Yes,0.36673884687255714,Medium Risk,9493.6
EMP-14861,Engineering,2011,Mid Level,81912,Never,13,5.0,0,7,No,0.354916186365692,Medium Risk,16382.400000000001
EMP-14862,Engineering,2011,Mid Level,80475,Hybrid,13,5.0,0,14,No,0.23485182287939746,Low Risk,16095.0
EMP-14863,Marketing,2010,Entry Level,54092,Never,14,4.0,1,30,No,0.20102550889751084,Low Risk,10818.400000000001
EMP-14864,Marketing,2017,Mid Level,80649,Fully Remote,7,4.0,0,6,No,0.24756787725329338,Low Risk,16129.800000000001
EMP-14865,Finance,2018,Entry Level,45408,Hybrid,6,1.0,1,15,No,0.4066707100808138,Medium Risk,9081.6
EMP-14866,Engineering,2017,Senior,131320,Fully Remote,7,4.0,1,17,No,0.10344427778725283,Low Risk,26264.0
EMP-14867,Engineering,2010,Senior,126994,Fully Remote,14,3.0,1,32,No,0.21109171251017458,Low Risk,25398.800000000003
EMP-14868,Sales,2012,Mid Level,80491,Never,12,3.0,0,13,No,0.28475900426964373,Low Risk,16098.2
EMP-14869,Engineering,2021,Senior,129741,Hybrid,3,3.0,1,0,No,0.08616844378349058,Low Risk,25948.2
EMP-14870,Finance,2019,Senior,131542,Fully Remote,5,5.0,1,16,No,0.10341166827818782,Low Risk,26308.4
EMP-14871,HR,2012,Senior,127226,Fully Remote,12,3.0,0,1,No,0.23513510441457378,Low Risk,25445.2
EMP-14872,Engineering,2011,Mid Level,83843,Hybrid,13,3.0,0,10,No,0.24170202643835662,Low Risk,16768.600000000002
EMP-14873,HR,2022,Entry Level,52892,Hybrid,2,1.0,0,0,No,0.5014180277608579,Medium Risk,10578.400000000001
EMP-14874,Engineering,2011,Entry Level,52327,Hybrid,13,4.0,0,16,No,0.32475749634246304,Low Risk,10465.400000000001
EMP-14875,Engineering,2010,Senior,131165,Hybrid,14,1.0,0,0,Yes,0.6153061576411172,Medium Risk,26233.0
EMP-14876,Sales,2016,Mid Level,87915,Never,8,2.0,0,35,Yes,0.8012731210209201,High Risk,17583.0
EMP-14877,Marketing,2020,Senior,130429,Hybrid,4,1.0,1,31,No,0.4587364687959199,Medium Risk,26085.800000000003
EMP-14878,Finance,2013,Mid Level,86332,Hybrid,11,2.0,0,9,Yes,0.5040666198751729,Medium Risk,17266.4
EMP-14879,Sales,2020,Entry Level,53981,Hybrid,4,2.0,1,67,No,0.6793411052708569,High Risk,10796.2
EMP-14880,Sales,2018,Entry Level,53021,Hybrid,6,2.0,1,73,Yes,0.6892889705065752,High Risk,10604.2
EMP-14881,Engineering,2018,Mid Level,89842,Hybrid,6,1.0,0,0,Yes,0.553664010279491,Medium Risk,17968.4
EMP-14882,Engineering,2015,Senior,127450,Hybrid,9,4.0,0,38,Yes,0.49813770290977843,Medium Risk,25490.0
EMP-14883,Finance,2017,Entry Level,54625,Hybrid,7,3.0,0,5,Yes,0.37613162668445715,Medium Risk,10925.0
EMP-14884,Marketing,2022,Entry Level,54032,Hybrid,2,3.0,0,33,Yes,0.4527104919892793,Medium Risk,10806.400000000001
EMP-14885,Engineering,2023,Executive,201483,Fully Remote,1,5.0,0,7,No,0.16318937980704654,Low Risk,40296.600000000006
EMP-14886,Finance,2012,Mid Level,82258,Hybrid,12,4.0,0,24,No,0.22910050963664155,Low Risk,16451.600000000002
EMP-14887,Engineering,2023,Mid Level,88876,Fully Remote,1,3.0,1,1,No,0.07189592069023015,Low Risk,17775.2
EMP-14888,Engineering,2010,Mid Level,89262,Hybrid,14,1.0,0,34,Yes,0.764597700741194,High Risk,17852.4
EMP-14889,Engineering,2021,Entry Level,47248,Fully Remote,3,2.0,2,20,No,0.4259425715754841,Medium Risk,9449.6
EMP-14890,Finance,2021,Mid Level,84730,Never,3,1.0,2,15,No,0.36696839239980505,Medium Risk,16946.0
EMP-14891,Engineering,2011,Senior,125361,Fully Remote,13,3.0,2,45,No,0.295478178912386,Low Risk,25072.2
EMP-14892,Marketing,2019,Mid Level,84259,Fully Remote,5,1.0,2,24,No,0.30637986149544516,Low Risk,16851.8
EMP-14893,Engineering,2018,Mid Level,86380,Hybrid,6,3.0,1,34,No,0.22107481511130575,Low Risk,17276.0
EMP-14894,Engineering,2014,Mid Level,87101,Never,10,1.0,1,35,Yes,0.7507413162266877,High Risk,17420.2
EMP-14895,Sales,2012,Mid Level,86744,Hybrid,12,4.0,0,75,No,0.34119204784634727,Low Risk,17348.8
EMP-14896,Engineering,2020,Entry Level,52601,Never,4,4.0,1,10,Yes,0.28557611761043405,Low Risk,10520.2
EMP-14897,Finance,2019,Mid Level,86106,Fully Remote,5,3.0,2,4,No,0.0930271084512558,Low Risk,17221.2
EMP-14898,Sales,2014,Mid Level,88596,Hybrid,10,4.0,0,15,No,0.22321787796547987,Low Risk,17719.2
EMP-14899,Engineering,2020,Mid Level,89055,Hybrid,4,1.0,1,11,No,0.32486930812662357,Low Risk,17811.0
EMP-14900,Engineering,2013,Entry Level,47193,Never,11,4.0,0,7,Yes,0.3847019936630263,Medium Risk,9438.6
EMP-14901,Engineering,2022,Mid Level,80235,Fully Remote,2,3.0,0,14,No,0.11489298004646184,Low Risk,16047.0
EMP-14902,Engineering,2017,Entry Level,47260,Hybrid,7,2.0,2,3,No,0.47547808374817263,Medium Risk,9452.0
EMP-14903,Sales,2012,Executive,195607,Hybrid,12,2.0,0,10,No,0.5415917931584717,Medium Risk,39121.4
EMP-14904,Sales,2016,Mid Level,87622,Hybrid,8,5.0,1,9,No,0.09339211124002363,Low Risk,17524.4
EMP-14905,Sales,2022,Senior,133325,Never,2,2.0,0,0,No,0.3955507640794506,Medium Risk,26665.0
EMP-14906,Engineering,2014,Senior,133728,Hybrid,10,3.0,0,10,No,0.22326568170842725,Low Risk,26745.600000000002
EMP-14907,Engineering,2016,Mid Level,83361,Fully Remote,8,4.0,1,31,No,0.2348825463794664,Low Risk,16672.2
EMP-14908,Engineering,2015,Mid Level,87804,Fully Remote,9,2.0,1,13,Yes,0.36469260436258943,Medium Risk,17560.8
EMP-14909,Sales,2015,Entry Level,53126,Hybrid,9,5.0,0,1,Yes,0.38009248381033556,Medium Risk,10625.2
EMP-14910,Sales,2013,Mid Level,87858,Hybrid,11,2.0,0,2,Yes,0.5316078245193202,Medium Risk,17571.600000000002
EMP-14911,Sales,2022,Entry Level,50181,Hybrid,2,3.0,0,3,No,0.2629816646850544,Low Risk,10036.2
EMP-14912,Engineering,2015,Executive,200842,Fully Remote,9,1.0,0,71,Yes,0.7333293656909035,High Risk,40168.4
EMP-14913,Finance,2019,Entry Level,46222,Hybrid,5,2.0,1,6,No,0.41290703267519535,Medium Risk,9244.4
EMP-14914,Sales,2014,Entry Level,46681,Never,10,4.0,0,15,No,0.3731673117227603,Medium Risk,9336.2
EMP-14915,Engineering,2023,Senior,130452,Fully Remote,1,4.0,2,17,No,0.07926897199003954,Low Risk,26090.4
EMP-14916,Sales,2023,Entry Level,48077,Never,1,5.0,1,3,Yes,0.3008535617825614,Low Risk,9615.4
EMP-14917,Finance,2022,Senior,127627,Fully Remote,2,3.0,0,13,No,0.1358830725075701,Low Risk,25525.4
EMP-14918,HR,2022,Senior,134426,Fully Remote,2,4.0,0,11,No,0.13038292677993646,Low Risk,26885.2
EMP-14919,Engineering,2019,Senior,134550,Hybrid,5,3.0,0,2,Yes,0.22298281159758498,Low Risk,26910.0
EMP-14920,HR,2011,Entry Level,47683,Fully Remote,13,3.0,0,14,No,0.3524287433499644,Medium Risk,9536.6
EMP-14921,Marketing,2011,Senior,134999,Hybrid,13,5.0,1,26,No,0.09132161923965568,Low Risk,26999.800000000003
EMP-14922,Sales,2013,Senior,126479,Hybrid,11,1.0,1,21,Yes,0.37163305052669704,Medium Risk,25295.800000000003
EMP-14923,Sales,2011,Mid Level,89195,Hybrid,13,2.0,0,17,Yes,0.5594565578714249,Medium Risk,17839.0
EMP-14924,Sales,2010,Entry Level,46578,Fully Remote,14,1.0,0,23,No,0.6134207004453089,Medium Risk,9315.6
EMP-14925,Marketing,2010,Entry Level,51498,Never,14,1.0,1,29,Yes,0.6067812940891598,Medium Risk,10299.6
EMP-14926,Sales,2014,Entry Level,45814,Fully Remote,10,5.0,1,22,No,0.19501437666506097,Low Risk,9162.800000000001
EMP-14927,Engineering,2014,Entry Level,45199,Hybrid,10,3.0,0,0,No,0.3346350409318449,Low Risk,9039.800000000001
EMP-14928,Engineering,2010,Mid Level,80813,Hybrid,14,3.0,0,47,Yes,0.49521561703512595,Medium Risk,16162.6
EMP-14929,Engineering,2022,Mid Level,85127,Hybrid,2,4.0,0,3,No,0.11545796492833864,Low Risk,17025.4
EMP-14930,Sales,2014,Mid Level,88403,Hybrid,10,3.0,1,1,No,0.09695884682295171,Low Risk,17680.600000000002
EMP-14931,Sales,2019,Entry Level,49016,Never,5,3.0,2,10,No,0.25368949988821465,Low Risk,9803.2
EMP-14932,HR,2018,Entry Level,52398,Fully Remote,6,2.0,1,4,No,0.48974459811870913,Medium Risk,10479.6
EMP-14933,Sales,2018,Executive,199412,Fully Remote,6,2.0,0,46,Yes,0.7713891489445375,High Risk,39882.4
EMP-14934,Marketing,2015,Entry Level,50479,Hybrid,9,5.0,0,3,No,0.3585267900924528,Medium Risk,10095.800000000001
EMP-14935,Engineering,2023,Entry Level,50150,Hybrid,1,3.0,0,23,No,0.23002768649539526,Low Risk,10030.0
EMP-14936,Sales,2015,Senior,125863,Hybrid,9,1.0,0,12,Yes,0.5645604149909975,Medium Risk,25172.600000000002
EMP-14937,Engineering,2016,Entry Level,45411,Never,8,3.0,2,7,No,0.24840914152322774,Low Risk,9082.2
EMP-14938,Engineering,2018,Mid Level,83735,Never,6,1.0,1,2,No,0.3850736258228751,Medium Risk,16747.0
EMP-14939,Sales,2013,Senior,125637,Hybrid,11,3.0,1,11,No,0.09079930730576813,Low Risk,25127.4
EMP-14940,Engineering,2020,Entry Level,48237,Hybrid,4,1.0,2,8,Yes,0.5105163731401476,Medium Risk,9647.4
EMP-14941,Engineering,2014,Mid Level,88860,Fully Remote,10,4.0,1,13,Yes,0.09816102004509016,Low Risk,17772.0
EMP-14942,Sales,2021,Mid Level,88632,Never,3,2.0,2,44,Yes,0.5914147834217313,Medium Risk,17726.4
EMP-14943,Engineering,2018,Entry Level,47376,Fully Remote,6,4.0,0,17,No,0.3075308139012172,Low Risk,9475.2
EMP-14944,Finance,2018,Mid Level,82677,Hybrid,6,1.0,0,39,No,0.6385498392178457,Medium Risk,16535.4
EMP-14945,Sales,2021,Entry Level,45944,Hybrid,3,5.0,0,11,No,0.28730441080459423,Low Risk,9188.800000000001
EMP-14946,Sales,2015,Entry Level,47650,Never,9,4.0,0,10,Yes,0.3760045706539342,Medium Risk,9530.0
EMP-14947,Engineering,2021,Senior,130851,Hybrid,3,3.0,0,8,No,0.13002966250424333,Low Risk,26170.2
EMP-14948,Engineering,2022,Entry Level,47239,Never,2,1.0,1,18,Yes,0.5138877613423842,Medium Risk,9447.800000000001
EMP-14949,Marketing,2014,Mid Level,88035,Hybrid,10,4.0,1,32,No,0.2288821868452547,Low Risk,17607.0
EMP-14950,Sales,2013,Mid Level,86420,Hybrid,11,3.0,1,0,No,0.08722767786302069,Low Risk,17284.0
EMP-14951,Sales,2023,Entry Level,47791,Hybrid,1,2.0,0,0,Yes,0.5047123426313295,Medium Risk,9558.2
EMP-14952,Sales,2017,Mid Level,83562,Hybrid,7,1.0,1,76,Yes,0.6265730700398168,Medium Risk,16712.4
EMP-14953,Sales,2019,Mid Level,88767,Never,5,4.0,1,9,Yes,0.16980187271432023,Low Risk,17753.4
EMP-14954,HR,2015,Mid Level,86219,Hybrid,9,1.0,1,26,Yes,0.4168240128407006,Medium Risk,17243.8
EMP-14955,Marketing,2014,Mid Level,86912,Hybrid,10,1.0,2,63,Yes,0.5868522678039061,Medium Risk,17382.4
EMP-14956,Engineering,2012,Entry Level,48048,Fully Remote,12,1.0,0,7,Yes,0.6067620382882288,Medium Risk,9609.6
EMP-14957,Sales,2012,Entry Level,49816,Fully Remote,12,3.0,0,1,Yes,0.3648044952399138,Medium Risk,9963.2
EMP-14958,Engineering,2017,Mid Level,86019,Never,7,2.0,0,12,No,0.5584821295157527,Medium Risk,17203.8
EMP-14959,Marketing,2022,Entry Level,53836,Hybrid,2,4.0,0,0,Yes,0.29690622460050725,Low Risk,10767.2
EMP-14960,Sales,2010,Mid Level,81852,Hybrid,14,1.0,0,6,Yes,0.5550822400856525,Medium Risk,16370.400000000001
EMP-14961,Engineering,2018,Mid Level,89491,Hybrid,6,3.0,0,31,Yes,0.47227733923126175,Medium Risk,17898.2
EMP-14962,Finance,2015,Mid Level,80080,Never,9,2.0,2,1,No,0.42012426504337,Medium Risk,16016.0
EMP-14963,Sales,2012,Entry Level,48560,Hybrid,12,4.0,0,31,Yes,0.45715500495844713,Medium Risk,9712.0
EMP-14964,Engineering,2022,Mid Level,80676,Hybrid,2,4.0,0,27,No,0.10021201316917736,Low Risk,16135.2
EMP-14965,Sales,2011,Entry Level,48836,Fully Remote,13,4.0,0,46,No,0.5267434034989892,Medium Risk,9767.2
EMP-14966,Engineering,2020,Mid Level,89452,Hybrid,4,1.0,0,46,Yes,0.7249287418919772,High Risk,17890.4
EMP-14967,Engineering,2019,Entry Level,53536,Hybrid,5,5.0,0,44,No,0.516845304556998,Medium Risk,10707.2
EMP-14968,Marketing,2014,Mid Level,88613,Never,10,5.0,2,12,No,0.14103904846691556,Low Risk,17722.600000000002
EMP-14969,Sales,2012,Entry Level,45415,Hybrid,12,5.0,1,13,No,0.17588538786642047,Low Risk,9083.0
EMP-14970,Sales,2021,Entry Level,49170,Hybrid,3,2.0,0,23,Yes,0.5130594851641498,Medium Risk,9834.0
EMP-14971,Sales,2016,Mid Level,83213,Never,8,4.0,0,1,Yes,0.35697514274944936,Medium Risk,16642.600000000002
EMP-14972,Marketing,2012,Entry Level,52388,Hybrid,12,2.0,0,9,Yes,0.6349815972332269,Medium Risk,10477.6
EMP-14973,Sales,2010,Mid Level,82845,Hybrid,14,5.0,0,48,Yes,0.47293672224683997,Medium Risk,16569.0
EMP-14974,Sales,2019,Entry Level,51734,Never,5,5.0,1,4,Yes,0.2658285207913808,Low Risk,10346.800000000001
EMP-14975,Sales,2023,Mid Level,89203,Hybrid,1,4.0,0,8,No,0.11881673590449038,Low Risk,17840.600000000002
EMP-14976,Marketing,2011,Entry Level,47465,Hybrid,13,2.0,1,30,No,0.4557906570747858,Medium Risk,9493.0
EMP-14977,Engineering,2020,Mid Level,86330,Fully Remote,4,4.0,2,3,No,0.08541672367661855,Low Risk,17266.0
EMP-14978,Sales,2015,Senior,129391,Hybrid,9,3.0,0,2,Yes,0.23089775999588563,Low Risk,25878.2
EMP-14979,HR,2019,Entry Level,45591,Hybrid,5,5.0,0,12,No,0.35386564852191715,Medium Risk,9118.2
EMP-14980,Sales,2019,Entry Level,45877,Hybrid,5,5.0,1,8,No,0.18001371189924914,Low Risk,9175.4
EMP-14981,HR,2016,Mid Level,82023,Hybrid,8,5.0,0,3,Yes,0.23766721469688182,Low Risk,16404.600000000002
EMP-14982,Sales,2011,Entry Level,47585,Fully Remote,13,2.0,0,5,Yes,0.6346689321398301,Medium Risk,9517.0
EMP-14983,HR,2014,Mid Level,86912,Never,10,3.0,0,0,No,0.3167045136873968,Low Risk,17382.4
EMP-14984,Engineering,2010,Senior,130616,Fully Remote,14,1.0,0,0,Yes,0.6103387689700379,Medium Risk,26123.2
EMP-14985,HR,2017,Mid Level,87949,Fully Remote,7,1.0,2,13,No,0.30699936116026605,Low Risk,17589.8
EMP-14986,Engineering,2017,Mid Level,80197,Never,7,1.0,0,25,No,0.5526862306515516,Medium Risk,16039.400000000001
EMP-14987,Engineering,2023,Mid Level,82250,Hybrid,1,1.0,0,43,Yes,0.5711195167870193,Medium Risk,16450.0
EMP-14988,Finance,2019,Mid Level,89629,Hybrid,5,2.0,1,5,Yes,0.33737920541623156,Low Risk,17925.8
EMP-14989,Sales,2019,Mid Level,85501,Hybrid,5,5.0,0,8,No,0.23023111584113082,Low Risk,17100.2
EMP-14990,Finance,2015,Mid Level,83481,Hybrid,9,1.0,0,29,No,0.4969634866954498,Medium Risk,16696.2
EMP-14991,Engineering,2022,Senior,125915,Never,2,4.0,0,42,No,0.37776338094879214,Medium Risk,25183.0
EMP-14992,Engineering,2015,Entry Level,49799,Hybrid,9,1.0,1,4,Yes,0.47251549234412626,Medium Risk,9959.800000000001
EMP-14993,Engineering,2010,Entry Level,46405,Hybrid,14,1.0,1,0,Yes,0.42235029832114784,Medium Risk,9281.0
EMP-14994,Sales,2013,Executive,196909,Never,11,3.0,1,6,No,0.20456680026054755,Low Risk,39381.8
EMP-14995,Marketing,2011,Senior,126453,Never,13,4.0,0,20,No,0.3041384645236238,Low Risk,25290.600000000002
EMP-14996,Sales,2022,Executive,203144,Fully Remote,2,5.0,2,0,No,0.09458378324228227,Low Risk,40628.8
EMP-14997,Marketing,2019,Senior,134887,Fully Remote,5,3.0,0,1,No,0.21543139886328821,Low Risk,26977.4
EMP-14998,Engineering,2019,Mid Level,89843,Hybrid,5,5.0,0,19,No,0.24046893291840504,Low Risk,17968.600000000002
EMP-14999,Engineering,2015,Mid Level,86665,Never,9,5.0,2,11,Yes,0.15305021895298837,Low Risk,17333.0
EMP-15000,Engineering,2022,Entry Level,50749,Hybrid,2,5.0,0,28,No,0.21271108052529414,Low Risk,10149.800000000001
EMP-15001,Sales,2019,Mid Level,81138,Fully Remote,5,5.0,0,15,No,0.23514053893270198,Low Risk,16227.6
EMP-15002,Engineering,2023,Mid Level,80365,Hybrid,1,1.0,1,13,No,0.31104899261251073,Low Risk,16073.0
EMP-15003,Sales,2019,Mid Level,80292,Fully Remote,5,2.0,0,42,No,0.6316654146558882,Medium Risk,16058.400000000001
EMP-15004,Finance,2012,Senior,130434,Hybrid,12,5.0,0,5,No,0.2314157146130009,Low Risk,26086.800000000003
EMP-15005,Sales,2022,Executive,200484,Hybrid,2,5.0,0,1,No,0.13590019255988456,Low Risk,40096.8
EMP-15006,HR,2015,Entry Level,49946,Never,9,2.0,0,1,Yes,0.6945305954913912,High Risk,9989.2
EMP-15007,Marketing,2017,Senior,134199,Hybrid,7,3.0,1,5,No,0.10194416261386798,Low Risk,26839.800000000003
EMP-15008,Marketing,2016,Entry Level,54933,Hybrid,8,4.0,0,4,No,0.3409118613409938,Low Risk,10986.6
EMP-15009,Sales,2023,Senior,129354,Never,1,5.0,1,16,No,0.1237704539619162,Low Risk,25870.800000000003
EMP-15010,Sales,2017,Entry Level,48390,Hybrid,7,5.0,1,8,No,0.18605894735106307,Low Risk,9678.0
EMP-15011,Engineering,2020,Entry Level,54896,Hybrid,4,3.0,0,21,Yes,0.3481572602123674,Low Risk,10979.2
EMP-15012,Sales,2016,Executive,199717,Fully Remote,8,5.0,0,35,Yes,0.42270851234228113,Medium Risk,39943.4
EMP-15013,HR,2019,Senior,127489,Hybrid,5,3.0,0,13,Yes,0.24607800279117226,Low Risk,25497.800000000003
EMP-15014,Sales,2017,Entry Level,47033,Fully Remote,7,2.0,0,61,Yes,0.8402655006362458,High Risk,9406.6
EMP-15015,Sales,2011,Mid Level,83171,Hybrid,13,2.0,0,1,Yes,0.5529485765720306,Medium Risk,16634.2
EMP-15016,Engineering,2015,Entry Level,47794,Hybrid,9,3.0,0,10,No,0.3306727991520001,Low Risk,9558.800000000001
EMP-15017,HR,2018,Mid Level,85533,Never,6,3.0,0,11,No,0.2838262033480602,Low Risk,17106.600000000002
EMP-15018,Sales,2022,Entry Level,45775,Hybrid,2,4.0,0,17,Yes,0.2721711529257702,Low Risk,9155.0
EMP-15019,Sales,2020,Senior,134812,Hybrid,4,5.0,0,10,No,0.20839978121982508,Low Risk,26962.4
EMP-15020,Engineering,2010,Entry Level,53863,Hybrid,14,3.0,1,0,No,0.18370097527691928,Low Risk,10772.6
EMP-15021,Engineering,2013,Entry Level,47287,Hybrid,11,3.0,1,61,Yes,0.37691709875228435,Medium Risk,9457.4
EMP-15022,Sales,2021,Entry Level,51414,Hybrid,3,3.0,1,18,Yes,0.16483987448388976,Low Risk,10282.800000000001
EMP-15023,Engineering,2015,Mid Level,82899,Hybrid,9,3.0,0,3,No,0.24370598878082672,Low Risk,16579.8
EMP-15024,Sales,2022,Mid Level,89903,Fully Remote,2,3.0,2,20,No,0.06531694813374603,Low Risk,17980.600000000002
EMP-15025,Engineering,2019,Entry Level,45930,Hybrid,5,4.0,1,0,No,0.18261088768990072,Low Risk,9186.0
EMP-15026,Marketing,2022,Entry Level,51376,Fully Remote,2,3.0,0,7,No,0.23441072791316586,Low Risk,10275.2
EMP-15027,Marketing,2015,Senior,126501,Fully Remote,9,4.0,1,37,No,0.33997363633313826,Low Risk,25300.2
EMP-15028,Sales,2023,Entry Level,54379,Hybrid,1,2.0,1,1,Yes,0.5193065523107192,Medium Risk,10875.800000000001
EMP-15029,Marketing,2020,Senior,134421,Fully Remote,4,1.0,0,20,No,0.4519778347403346,Medium Risk,26884.2
EMP-15030,Engineering,2018,Mid Level,84674,Hybrid,6,2.0,0,19,Yes,0.5315517453820771,Medium Risk,16934.8
EMP-15031,Engineering,2022,Mid Level,83684,Never,2,4.0,0,3,No,0.19872552941614693,Low Risk,16736.8
EMP-15032,Engineering,2023,Mid Level,86696,Hybrid,1,2.0,2,1,Yes,0.3687060500463863,Medium Risk,17339.2
EMP-15033,Sales,2014,Entry Level,52597,Fully Remote,10,1.0,0,9,Yes,0.6398318890580308,Medium Risk,10519.400000000001
EMP-15034,Engineering,2022,Mid Level,80717,Hybrid,2,5.0,1,10,No,0.06466313015881718,Low Risk,16143.400000000001
EMP-15035,Sales,2023,Senior,130664,Never,1,2.0,1,0,Yes,0.3997535375584976,Medium Risk,26132.800000000003
EMP-15036,Sales,2011,Entry Level,47069,Fully Remote,13,3.0,1,30,No,0.20358832185574768,Low Risk,9413.800000000001
EMP-15037,Engineering,2017,Mid Level,80894,Fully Remote,7,1.0,0,7,No,0.5031005017820573,Medium Risk,16178.800000000001
EMP-15038,Finance,2013,Entry Level,53624,Hybrid,11,4.0,1,2,No,0.1895352905963868,Low Risk,10724.800000000001
EMP-15039,Engineering,2016,Mid Level,87522,Never,8,1.0,0,8,Yes,0.5982603579357306,Medium Risk,17504.4
EMP-15040,Sales,2016,Mid Level,89058,Hybrid,8,1.0,1,18,Yes,0.34628608185939314,Low Risk,17811.600000000002
EMP-15041,Engineering,2015,Mid Level,87597,Hybrid,9,4.0,0,19,No,0.22484323174759108,Low Risk,17519.4
EMP-15042,Sales,2018,Mid Level,81012,Hybrid,6,2.0,2,16,No,0.3376938445883948,Low Risk,16202.400000000001
