Contract_ID,Close_Date,Sales_Region,Subscription_Tier,Acquisition_Channel,Churn_Risk,Monthly_Recurring_Rev,Customer_Acquisition_Cost,Expected_Lifespan_Months,Total_Contract_Value,Customer_Lifetime_Value,LTV_to_CAC_Ratio
9001561,2022-10-27,North America,Professional,Partner Referral,Low,1085,767,26,28210,23978.5,31.26
9006745,2022-10-27,EMEA,Professional,Partner Referral,Medium,1196,818,44,52624,44730.4,54.68
9009877,2022-10-27,North America,Starter,Partner Referral,Medium,89,978,14,1246,1059.1,1.08
9007283,2022-10-27,North America,Team,Outbound Sales,Low,394,2992,18,7092,6028.2,2.01
9000318,2022-10-27,EMEA,Team,Outbound Sales,Low,418,3368,27,11286,9593.1,2.85
9005463,2022-10-27,North America,Professional,Outbound Sales,Medium,1085,4210,42,45570,38734.5,9.2
9000813,2022-10-27,APAC,Starter,Inbound Organic,Medium,98,507,14,1372,1166.2,2.3
9004448,2022-10-27,LATAM,Starter,Inbound Organic,Low,92,599,11,1012,860.1999999999999,1.44
9002739,2022-10-27,LATAM,Professional,Partner Referral,Medium,1080,731,25,27000,22950.0,31.4
9007586,2022-10-27,North America,Team,Partner Referral,Low,377,658,21,7917,6729.45,10.23
9001147,2022-10-27,North America,Starter,Outbound Sales,Low,102,3879,14,1428,1213.8,0.31
9003989,2022-10-27,APAC,Professional,Inbound Organic,Low,1112,418,37,41144,34972.4,83.67
9006787,2022-10-27,EMEA,Team,Outbound Sales,Low,372,3272,19,7068,6007.8,1.84
9005620,2022-10-27,North America,Team,Inbound Organic,High,387,606,24,9288,7894.8,13.03
9005609,2022-10-27,North America,Team,Outbound Sales,Low,389,2833,29,11281,9588.85,3.38
9007859,2022-10-28,North America,Starter,Paid Ads,Low,99,1035,14,1386,1178.1,1.14
9008668,2022-10-28,North America,Team,Paid Ads,Low,375,1064,24,9000,7650.0,7.19
9002206,2022-10-28,EMEA,Professional,Paid Ads,Medium,1303,981,37,48211,40979.35,41.77
9009697,2022-10-28,EMEA,Team,Outbound Sales,High,376,3605,24,9024,7670.4,2.13
9000167,2022-10-28,EMEA,Team,Outbound Sales,Low,437,3942,27,11799,10029.15,2.54
9003269,2022-10-28,APAC,Team,Inbound Organic,High,431,553,24,10344,8792.4,15.9
9002009,2022-10-28,APAC,Team,Outbound Sales,Low,433,3728,21,9093,7729.05,2.07
9002809,2022-10-28,North America,Starter,Outbound Sales,Medium,107,3691,12,1284,1091.3999999999999,0.3
9005779,2022-10-29,EMEA,Professional,Outbound Sales,Low,1206,4229,40,48240,41004.0,9.7
9009912,2022-10-29,North America,Professional,Partner Referral,Low,1274,926,29,36946,31404.1,33.91
9007678,2022-10-29,North America,Starter,Outbound Sales,Medium,97,3856,11,1067,906.9499999999999,0.24
9009360,2022-10-29,North America,Professional,Outbound Sales,Low,1131,3333,34,38454,32685.899999999998,9.81
9004198,2022-10-29,EMEA,Enterprise,Inbound Organic,Low,4460,474,52,231920,197132.0,415.89
9001927,2022-10-29,EMEA,Team,Inbound Organic,Low,372,597,25,9300,7905.0,13.24
9004570,2022-10-29,EMEA,Team,Outbound Sales,Low,376,3532,20,7520,6392.0,1.81
9002687,2022-10-29,EMEA,Team,Partner Referral,Low,403,800,18,7254,6165.9,7.71
9003169,2022-10-29,EMEA,Professional,Inbound Organic,High,1259,587,43,54137,46016.45,78.39
9002055,2022-10-29,North America,Starter,Paid Ads,Medium,92,1032,12,1104,938.4,0.91
9007091,2022-10-29,North America,Team,Inbound Organic,Low,439,436,22,9658,8209.3,18.83
9009724,2022-10-29,EMEA,Professional,Paid Ads,Low,1145,1039,28,32060,27251.0,26.23
9003452,2022-10-29,EMEA,Team,Outbound Sales,Low,426,3662,26,11076,9414.6,2.57
9002806,2022-10-29,EMEA,Starter,Paid Ads,Low,104,1038,9,936,795.6,0.77
9007792,2022-10-29,North America,Starter,Paid Ads,Low,98,1107,13,1274,1082.8999999999999,0.98
9007172,2022-10-30,EMEA,Team,Inbound Organic,Medium,400,605,22,8800,7480.0,12.36
9007186,2022-10-30,North America,Professional,Inbound Organic,Medium,1184,454,43,50912,43275.2,95.32
9006811,2022-10-30,EMEA,Starter,Paid Ads,High,89,1467,8,712,605.1999999999999,0.41
9002468,2022-10-30,LATAM,Starter,Outbound Sales,Low,93,2806,12,1116,948.6,0.34
9009798,2022-10-30,EMEA,Team,Inbound Organic,High,372,555,26,9672,8221.199999999999,14.81
9000822,2022-10-30,North America,Professional,Partner Referral,Low,1214,871,27,32778,27861.3,31.99
9000534,2022-10-30,North America,Team,Inbound Organic,Medium,433,528,17,7361,6256.849999999999,11.85
9006901,2022-10-30,North America,Team,Paid Ads,Low,422,1036,20,8440,7174.0,6.92
9007854,2022-10-30,North America,Professional,Partner Referral,High,1134,963,41,46494,39519.9,41.04
9004627,2022-10-30,EMEA,Team,Inbound Organic,Medium,379,536,31,11749,9986.65,18.63
9000251,2022-10-30,North America,Starter,Outbound Sales,Medium,102,3849,11,1122,953.6999999999999,0.25
9009660,2022-10-30,North America,Team,Outbound Sales,Low,390,3307,27,10530,8950.5,2.71
9002512,2022-10-30,North America,Starter,Paid Ads,Low,96,1435,13,1248,1060.8,0.74
9004420,2022-10-30,EMEA,Professional,Inbound Organic,Low,1169,622,35,40915,34777.75,55.91
9001646,2022-10-30,North America,Team,Outbound Sales,Low,416,3689,18,7488,6364.8,1.73
9001938,2022-10-30,APAC,Team,Partner Referral,Low,401,947,30,12030,10225.5,10.8
9000197,2022-10-30,North America,Starter,Inbound Organic,High,95,421,14,1330,1130.5,2.69
9000401,2022-10-30,LATAM,Professional,Outbound Sales,Low,1190,3494,28,33320,28322.0,8.11
9001997,2022-10-31,North America,Professional,Partner Referral,Low,1217,839,34,41378,35171.299999999996,41.92
9003481,2022-10-31,North America,Team,Outbound Sales,Medium,408,3387,20,8160,6936.0,2.05
9008562,2022-10-31,North America,Starter,Partner Referral,Low,102,853,12,1224,1040.3999999999999,1.22
9000107,2022-10-31,EMEA,Professional,Inbound Organic,Low,1111,531,30,33330,28330.5,53.35
9005839,2022-10-31,LATAM,Professional,Paid Ads,Low,1215,1477,28,34020,28917.0,19.58
9009562,2022-10-31,North America,Professional,Inbound Organic,Low,1251,514,41,51291,43597.35,84.82
9007060,2022-10-31,North America,Professional,Inbound Organic,Low,1304,433,27,35208,29926.8,69.12
9005774,2022-10-31,APAC,Starter,Paid Ads,Low,94,1344,12,1128,958.8,0.71
9007443,2022-10-31,EMEA,Professional,Outbound Sales,Low,1123,3515,28,31444,26727.399999999998,7.6
9000159,2022-10-31,North America,Starter,Partner Referral,Low,97,826,12,1164,989.4,1.2
9002630,2022-10-31,EMEA,Starter,Paid Ads,Low,102,1437,9,918,780.3,0.54
9006562,2022-10-31,APAC,Team,Outbound Sales,Medium,412,3914,24,9888,8404.8,2.15
9008351,2022-10-31,EMEA,Starter,Outbound Sales,Low,107,3579,15,1605,1364.25,0.38
9009754,2022-10-31,APAC,Starter,Outbound Sales,Medium,103,3329,15,1545,1313.25,0.39
9008708,2022-10-31,North America,Starter,Inbound Organic,Low,96,449,12,1152,979.1999999999999,2.18
9002913,2022-11-01,LATAM,Enterprise,Outbound Sales,Low,4270,3537,41,175070,148809.5,42.07
9007083,2022-11-01,North America,Starter,Inbound Organic,High,105,462,13,1365,1160.25,2.51
9009539,2022-11-01,EMEA,Enterprise,Paid Ads,Low,4343,1108,39,169377,143970.44999999998,129.94
9003627,2022-11-01,APAC,Team,Partner Referral,Low,377,964,23,8671,7370.349999999999,7.65
9004372,2022-11-01,EMEA,Starter,Inbound Organic,Low,92,412,14,1288,1094.8,2.66
9001936,2022-11-01,North America,Enterprise,Inbound Organic,High,4694,501,57,267558,227424.3,453.94
9009096,2022-11-01,APAC,Professional,Inbound Organic,Low,1241,469,41,50881,43248.85,92.22
9000763,2022-11-01,LATAM,Professional,Inbound Organic,Medium,1318,607,42,55356,47052.6,77.52
9008737,2022-11-01,EMEA,Professional,Inbound Organic,Low,1170,450,39,45630,38785.5,86.19
9003033,2022-11-01,EMEA,Professional,Partner Referral,Low,1280,923,26,33280,28288.0,30.65
9005677,2022-11-01,North America,Team,Partner Referral,High,376,896,19,7144,6072.4,6.78
9008147,2022-11-01,EMEA,Starter,Paid Ads,Low,104,1156,14,1456,1237.6,1.07
9006373,2022-11-01,EMEA,Professional,Partner Referral,Low,1201,836,41,49241,41854.85,50.07
9002951,2022-11-01,EMEA,Professional,Outbound Sales,Medium,1146,2981,39,44694,37989.9,12.74
9006357,2022-11-02,North America,Professional,Partner Referral,High,1304,938,44,57376,48769.6,51.99
9003899,2022-11-02,LATAM,Team,Inbound Organic,Low,371,532,24,8904,7568.4,14.23
9004444,2022-11-02,North America,Enterprise,Inbound Organic,Low,4802,498,48,230496,195921.6,393.42
9008954,2022-11-02,North America,Team,Inbound Organic,Low,362,588,26,9412,8000.2,13.61
9004878,2022-11-02,LATAM,Starter,Partner Referral,Low,108,843,10,1080,918.0,1.09
9002734,2022-11-02,EMEA,Starter,Inbound Organic,Medium,97,428,8,776,659.6,1.54
9001547,2022-11-02,North America,Starter,Partner Referral,Low,101,888,12,1212,1030.2,1.16
9008038,2022-11-02,LATAM,Professional,Partner Referral,Low,1105,710,26,28730,24420.5,34.4
9009497,2022-11-02,EMEA,Team,Partner Referral,Medium,424,815,20,8480,7208.0,8.84
9008960,2022-11-02,LATAM,Team,Inbound Organic,Low,373,585,22,8206,6975.099999999999,11.92
9009945,2022-11-02,EMEA,Team,Outbound Sales,Low,400,3231,21,8400,7140.0,2.21
9003676,2022-11-02,LATAM,Enterprise,Outbound Sales,Medium,4944,3238,42,207648,176500.8,54.51
9003154,2022-11-02,LATAM,Team,Paid Ads,Low,380,1243,19,7220,6137.0,4.94
9000745,2022-11-02,North America,Enterprise,Inbound Organic,Low,4733,549,54,255582,217244.69999999998,395.71
9008749,2022-11-02,North America,Starter,Paid Ads,Low,97,1371,14,1358,1154.3,0.84
9004375,2022-11-02,North America,Starter,Outbound Sales,Low,103,3123,11,1133,963.05,0.31
9004485,2022-11-03,North America,Starter,Paid Ads,Low,101,1312,8,808,686.8,0.52
9000991,2022-11-03,North America,Starter,Paid Ads,High,105,1387,11,1155,981.75,0.71
9002498,2022-11-03,North America,Team,Outbound Sales,Medium,407,2998,26,10582,8994.699999999999,3.0
9004174,2022-11-03,North America,Starter,Paid Ads,Low,103,1292,9,927,787.9499999999999,0.61
9007756,2022-11-03,EMEA,Team,Inbound Organic,Low,433,458,22,9526,8097.099999999999,17.68
9000244,2022-11-03,EMEA,Starter,Outbound Sales,Medium,103,2903,10,1030,875.5,0.3
9008583,2022-11-03,APAC,Team,Outbound Sales,Low,374,3524,17,6358,5404.3,1.53
9002435,2022-11-03,North America,Team,Inbound Organic,Low,431,529,21,9051,7693.349999999999,14.54
9009479,2022-11-04,EMEA,Professional,Inbound Organic,Low,1287,589,28,36036,30630.6,52.0
9008738,2022-11-04,APAC,Team,Outbound Sales,High,430,3071,22,9460,8041.0,2.62
9008184,2022-11-04,North America,Professional,Outbound Sales,Low,1230,4248,27,33210,28228.5,6.65
9001091,2022-11-04,EMEA,Starter,Outbound Sales,Low,101,3659,10,1010,858.5,0.23
9004274,2022-11-04,APAC,Professional,Partner Referral,Low,1248,821,29,36192,30763.2,37.47
9000395,2022-11-04,North America,Team,Outbound Sales,Low,380,4045,20,7600,6460.0,1.6
9002549,2022-11-04,North America,Starter,Partner Referral,Low,108,767,8,864,734.4,0.96
9003254,2022-11-04,North America,Enterprise,Inbound Organic,Low,4682,591,49,229418,195005.3,329.96
9003473,2022-11-04,APAC,Starter,Paid Ads,Medium,100,1022,10,1000,850.0,0.83
9003343,2022-11-04,North America,Professional,Outbound Sales,Medium,1259,3701,46,57914,49226.9,13.3
9005645,2022-11-04,North America,Team,Inbound Organic,Low,397,400,25,9925,8436.25,21.09
9004147,2022-11-04,North America,Enterprise,Inbound Organic,Low,4489,465,51,228939,194598.15,418.49
9001928,2022-11-04,EMEA,Starter,Inbound Organic,Low,103,615,8,824,700.4,1.14
9001837,2022-11-04,North America,Team,Inbound Organic,Low,421,457,27,11367,9661.949999999999,21.14
9005769,2022-11-04,North America,Professional,Partner Referral,Low,1256,890,26,32656,27757.6,31.19
9008626,2022-11-04,North America,Starter,Outbound Sales,Low,95,3864,10,950,807.5,0.21
9000450,2022-11-04,APAC,Starter,Inbound Organic,Low,91,441,15,1365,1160.25,2.63
9000897,2022-11-05,LATAM,Professional,Inbound Organic,Low,1274,511,37,47138,40067.299999999996,78.41
9007683,2022-11-05,EMEA,Professional,Inbound Organic,Low,1197,585,32,38304,32558.399999999998,55.66
9000938,2022-11-05,APAC,Professional,Paid Ads,Low,1246,1147,26,32396,27536.6,24.01
9007569,2022-11-05,EMEA,Enterprise,Partner Referral,Low,4381,728,41,179621,152677.85,209.72
9009470,2022-11-05,EMEA,Team,Inbound Organic,Medium,438,451,25,10950,9307.5,20.64
9007228,2022-11-05,EMEA,Team,Inbound Organic,Low,366,463,19,6954,5910.9,12.77
9008169,2022-11-05,North America,Enterprise,Inbound Organic,Medium,4289,590,40,171560,145826.0,247.16
9001166,2022-11-05,LATAM,Professional,Inbound Organic,Low,1283,578,27,34641,29444.85,50.94
9009007,2022-11-05,North America,Team,Outbound Sales,Medium,438,3040,25,10950,9307.5,3.06
9003980,2022-11-05,EMEA,Starter,Partner Referral,High,93,696,9,837,711.4499999999999,1.02
9001776,2022-11-05,North America,Professional,Partner Referral,Medium,1236,720,28,34608,29416.8,40.86
9002377,2022-11-06,North America,Professional,Inbound Organic,Low,1213,514,31,37603,31962.55,62.18
9002356,2022-11-06,APAC,Team,Outbound Sales,Low,438,4062,28,12264,10424.4,2.57
9008564,2022-11-06,EMEA,Team,Outbound Sales,Low,410,3018,27,11070,9409.5,3.12
9008390,2022-11-06,APAC,Team,Partner Referral,Low,437,671,30,13110,11143.5,16.61
9005354,2022-11-06,LATAM,Professional,Inbound Organic,Low,1221,534,28,34188,29059.8,54.42
9002146,2022-11-06,North America,Professional,Paid Ads,Low,1208,1252,44,53152,45179.2,36.09
9002167,2022-11-06,EMEA,Team,Inbound Organic,Low,434,596,17,7378,6271.3,10.52
9003086,2022-11-06,EMEA,Professional,Outbound Sales,Low,1247,3056,35,43645,37098.25,12.14
9009463,2022-11-06,North America,Starter,Inbound Organic,Low,100,539,13,1300,1105.0,2.05
9005570,2022-11-06,North America,Starter,Inbound Organic,Low,97,421,9,873,742.05,1.76
9004479,2022-11-06,North America,Professional,Partner Referral,Low,1158,877,40,46320,39372.0,44.89
9009708,2022-11-07,North America,Professional,Inbound Organic,Low,1276,489,33,42108,35791.799999999996,73.19
9004007,2022-11-07,EMEA,Team,Inbound Organic,Low,373,610,25,9325,7926.25,12.99
9003300,2022-11-07,LATAM,Team,Outbound Sales,High,363,3414,26,9438,8022.3,2.35
9004820,2022-11-07,North America,Enterprise,Outbound Sales,Low,4745,3498,42,199290,169396.5,48.43
9008278,2022-11-07,EMEA,Team,Partner Referral,Low,366,698,23,8418,7155.3,10.25
9005862,2022-11-07,EMEA,Starter,Paid Ads,Low,96,1336,9,864,734.4,0.55
9000885,2022-11-07,EMEA,Professional,Paid Ads,Low,1182,1488,45,53190,45211.5,30.38
9002777,2022-11-07,LATAM,Team,Outbound Sales,Low,428,4369,25,10700,9095.0,2.08
9008317,2022-11-07,North America,Team,Paid Ads,High,401,1028,24,9624,8180.4,7.96
9008350,2022-11-07,EMEA,Starter,Outbound Sales,Low,105,4080,12,1260,1071.0,0.26
9002191,2022-11-07,EMEA,Starter,Inbound Organic,Medium,105,609,9,945,803.25,1.32
9007124,2022-11-07,APAC,Professional,Outbound Sales,Low,1203,3227,43,51729,43969.65,13.63
9004593,2022-11-07,EMEA,Professional,Outbound Sales,Low,1194,3115,38,45372,38566.2,12.38
9000975,2022-11-07,EMEA,Team,Partner Referral,Low,375,792,20,7500,6375.0,8.05
9004760,2022-11-07,North America,Team,Outbound Sales,Low,371,3239,27,10017,8514.449999999999,2.63
9004506,2022-11-07,APAC,Starter,Paid Ads,Low,105,1123,9,945,803.25,0.72
9006790,2022-11-07,EMEA,Starter,Inbound Organic,Low,105,426,9,945,803.25,1.89
9007566,2022-11-07,EMEA,Team,Paid Ads,Low,371,1194,31,11501,9775.85,8.19
9006665,2022-11-07,North America,Enterprise,Paid Ads,Low,4398,1064,59,259482,220559.69999999998,207.29
9009431,2022-11-07,North America,Professional,Inbound Organic,Low,1315,609,43,56545,48063.25,78.92
9007424,2022-11-07,North America,Professional,Paid Ads,Low,1179,1057,29,34191,29062.35,27.5
9007390,2022-11-08,North America,Team,Outbound Sales,Low,391,3087,21,8211,6979.349999999999,2.26
9006130,2022-11-08,LATAM,Starter,Outbound Sales,Medium,97,3087,12,1164,989.4,0.32
9001459,2022-11-08,LATAM,Professional,Paid Ads,Low,1278,1428,44,56232,47797.2,33.47
9000686,2022-11-08,EMEA,Professional,Outbound Sales,Low,1129,3126,36,40644,34547.4,11.05
9004230,2022-11-08,APAC,Professional,Paid Ads,Low,1179,1192,36,42444,36077.4,30.27
9004889,2022-11-08,LATAM,Starter,Outbound Sales,Medium,101,3530,9,909,772.65,0.22
9008733,2022-11-08,North America,Starter,Inbound Organic,Low,94,504,14,1316,1118.6,2.22
9007041,2022-11-08,APAC,Starter,Paid Ads,Medium,93,1150,11,1023,869.55,0.76
9001838,2022-11-08,North America,Professional,Inbound Organic,Low,1282,612,31,39742,33780.7,55.2
9009365,2022-11-08,EMEA,Enterprise,Outbound Sales,Low,4404,3670,43,189372,160966.19999999998,43.86
9007368,2022-11-08,APAC,Team,Inbound Organic,Low,437,425,30,13110,11143.5,26.22
9008511,2022-11-09,North America,Starter,Outbound Sales,Low,90,3470,14,1260,1071.0,0.31
9000543,2022-11-09,North America,Team,Paid Ads,Low,365,1175,31,11315,9617.75,8.19
9001243,2022-11-09,North America,Starter,Paid Ads,Low,93,990,14,1302,1106.7,1.12
9001491,2022-11-09,North America,Starter,Outbound Sales,Medium,94,4174,10,940,799.0,0.19
9003584,2022-11-09,EMEA,Team,Outbound Sales,Low,364,4089,25,9100,7735.0,1.89
9001929,2022-11-09,APAC,Professional,Inbound Organic,Medium,1153,602,31,35743,30381.55,50.47
9005341,2022-11-09,North America,Starter,Inbound Organic,Medium,102,618,11,1122,953.6999999999999,1.54
9006127,2022-11-09,North America,Professional,Partner Referral,Low,1103,745,36,39708,33751.799999999996,45.3
9005519,2022-11-09,North America,Starter,Outbound Sales,Low,101,4067,12,1212,1030.2,0.25
9006618,2022-11-09,EMEA,Professional,Outbound Sales,Low,1257,3892,39,49023,41669.549999999996,10.71
9005790,2022-11-09,North America,Professional,Outbound Sales,Low,1317,4102,38,50046,42539.1,10.37
9004997,2022-11-10,LATAM,Starter,Partner Referral,Low,107,847,10,1070,909.5,1.07
9007873,2022-11-10,EMEA,Team,Inbound Organic,Medium,418,514,22,9196,7816.599999999999,15.21
9008001,2022-11-10,EMEA,Starter,Outbound Sales,Low,91,4095,14,1274,1082.8999999999999,0.26
9008888,2022-11-10,North America,Team,Outbound Sales,Low,370,4359,26,9620,8177.0,1.88
9003500,2022-11-10,EMEA,Team,Partner Referral,Low,414,674,18,7452,6334.2,9.4
9002843,2022-11-10,EMEA,Starter,Inbound Organic,High,98,557,13,1274,1082.8999999999999,1.94
9007004,2022-11-10,EMEA,Team,Outbound Sales,Low,406,3137,22,8932,7592.2,2.42
9005655,2022-11-10,APAC,Team,Inbound Organic,Low,363,419,28,10164,8639.4,20.62
9007397,2022-11-10,APAC,Starter,Outbound Sales,Low,105,4082,10,1050,892.5,0.22
9008988,2022-11-10,APAC,Starter,Outbound Sales,Medium,89,3527,12,1068,907.8,0.26
9009038,2022-11-10,EMEA,Team,Paid Ads,Low,387,981,29,11223,9539.55,9.72
9000703,2022-11-10,North America,Starter,Outbound Sales,High,108,4238,11,1188,1009.8,0.24
9007884,2022-11-11,North America,Team,Inbound Organic,Low,425,479,27,11475,9753.75,20.36
9001336,2022-11-11,North America,Professional,Outbound Sales,Low,1256,3936,44,55264,46974.4,11.93
9000367,2022-11-11,North America,Team,Inbound Organic,Low,432,439,22,9504,8078.4,18.4
9004130,2022-11-11,APAC,Professional,Outbound Sales,Low,1117,3146,40,44680,37978.0,12.07
9000238,2022-11-11,EMEA,Professional,Partner Referral,Low,1206,651,35,42210,35878.5,55.11
9000604,2022-11-11,EMEA,Enterprise,Inbound Organic,Low,4106,438,33,135498,115173.3,262.95
9005222,2022-11-11,LATAM,Professional,Inbound Organic,Low,1258,574,40,50320,42772.0,74.52
9008981,2022-11-11,North America,Professional,Paid Ads,Low,1111,1150,31,34441,29274.85,25.46
9006620,2022-11-11,North America,Professional,Inbound Organic,Low,1264,551,27,34128,29008.8,52.65
9002233,2022-11-11,APAC,Starter,Inbound Organic,Medium,96,496,12,1152,979.1999999999999,1.97
9003707,2022-11-11,EMEA,Professional,Paid Ads,Low,1122,1027,29,32538,27657.3,26.93
9000798,2022-11-11,EMEA,Team,Partner Referral,Medium,391,653,22,8602,7311.7,11.2
9001970,2022-11-11,EMEA,Professional,Outbound Sales,Medium,1195,3642,46,54970,46724.5,12.83
9007196,2022-11-11,North America,Team,Outbound Sales,Low,395,3225,30,11850,10072.5,3.12
9007885,2022-11-12,APAC,Team,Paid Ads,Low,377,1197,31,11687,9933.949999999999,8.3
9005455,2022-11-12,APAC,Starter,Paid Ads,Low,95,1021,11,1045,888.25,0.87
9003345,2022-11-12,North America,Starter,Inbound Organic,Low,98,434,14,1372,1166.2,2.69
9006955,2022-11-12,LATAM,Team,Inbound Organic,High,394,571,22,8668,7367.8,12.9
9001903,2022-11-12,EMEA,Team,Inbound Organic,Medium,419,518,23,9637,8191.45,15.81
9004524,2022-11-12,EMEA,Team,Partner Referral,Low,369,887,25,9225,7841.25,8.84
9009746,2022-11-13,LATAM,Team,Outbound Sales,Low,375,3589,31,11625,9881.25,2.75
9003851,2022-11-13,North America,Professional,Outbound Sales,Low,1085,4272,38,41230,35045.5,8.2
9008404,2022-11-13,APAC,Starter,Paid Ads,Medium,99,1265,11,1089,925.65,0.73
9001827,2022-11-13,EMEA,Team,Inbound Organic,High,360,458,18,6480,5508.0,12.03
9001202,2022-11-13,North America,Team,Outbound Sales,Low,366,4164,26,9516,8088.599999999999,1.94
9009047,2022-11-13,North America,Team,Outbound Sales,Low,387,3081,19,7353,6250.05,2.03
9008285,2022-11-13,LATAM,Starter,Inbound Organic,Low,98,419,12,1176,999.6,2.39
9002072,2022-11-13,North America,Starter,Inbound Organic,Medium,97,516,15,1455,1236.75,2.4
9005951,2022-11-13,North America,Team,Inbound Organic,Low,402,465,24,9648,8200.8,17.64
9002063,2022-11-13,North America,Starter,Outbound Sales,Medium,95,3126,8,760,646.0,0.21
9004241,2022-11-13,APAC,Starter,Outbound Sales,Low,97,3503,11,1067,906.9499999999999,0.26
9001525,2022-11-13,LATAM,Enterprise,Partner Referral,Low,4719,898,39,184041,156434.85,174.2
9007147,2022-11-13,LATAM,Enterprise,Inbound Organic,Low,4675,441,50,233750,198687.5,450.54
9003271,2022-11-13,EMEA,Professional,Inbound Organic,Low,1231,422,33,40623,34529.549999999996,81.82
9000219,2022-11-14,LATAM,Team,Inbound Organic,Low,418,553,16,6688,5684.8,10.28
9006976,2022-11-14,EMEA,Starter,Paid Ads,Medium,105,1074,9,945,803.25,0.75
9009806,2022-11-14,LATAM,Professional,Paid Ads,Low,1183,1415,31,36673,31172.05,22.03
9004742,2022-11-14,EMEA,Starter,Outbound Sales,Low,95,3276,14,1330,1130.5,0.35
9000077,2022-11-14,EMEA,Team,Outbound Sales,Low,373,2903,20,7460,6341.0,2.18
9009111,2022-11-14,North America,Starter,Inbound Organic,Low,106,588,10,1060,901.0,1.53
9006134,2022-11-14,North America,Starter,Outbound Sales,Low,104,3185,9,936,795.6,0.25
9002389,2022-11-14,North America,Starter,Outbound Sales,Medium,93,2928,14,1302,1106.7,0.38
9000677,2022-11-14,North America,Enterprise,Inbound Organic,Low,4338,429,59,255942,217550.69999999998,507.11
9008393,2022-11-14,EMEA,Team,Paid Ads,Low,360,1135,27,9720,8262.0,7.28
9006149,2022-11-14,LATAM,Professional,Inbound Organic,Low,1214,580,40,48560,41276.0,71.17
9001721,2022-11-14,North America,Team,Paid Ads,Low,406,1385,21,8526,7247.099999999999,5.23
9003869,2022-11-14,North America,Professional,Inbound Organic,High,1130,450,32,36160,30736.0,68.3
9000751,2022-11-14,EMEA,Starter,Paid Ads,Medium,104,1488,8,832,707.1999999999999,0.48
9006948,2022-11-15,EMEA,Professional,Paid Ads,Medium,1113,1245,40,44520,37842.0,30.4
9008490,2022-11-15,APAC,Professional,Outbound Sales,Medium,1214,4204,28,33992,28893.2,6.87
9003202,2022-11-15,LATAM,Team,Inbound Organic,Low,417,425,30,12510,10633.5,25.02
9002971,2022-11-15,EMEA,Starter,Partner Referral,Low,91,989,14,1274,1082.8999999999999,1.09
9008640,2022-11-15,EMEA,Team,Inbound Organic,Low,368,517,27,9936,8445.6,16.34
9003604,2022-11-15,EMEA,Starter,Outbound Sales,Low,103,3285,11,1133,963.05,0.29
9009975,2022-11-15,North America,Professional,Inbound Organic,Low,1127,595,39,43953,37360.049999999996,62.79
9004262,2022-11-15,EMEA,Professional,Partner Referral,Medium,1238,838,40,49520,42092.0,50.23
9005311,2022-11-15,North America,Starter,Partner Referral,Medium,97,886,14,1358,1154.3,1.3
9005218,2022-11-15,North America,Professional,Outbound Sales,Low,1138,3493,39,44382,37724.7,10.8
9001334,2022-11-15,APAC,Team,Outbound Sales,Low,424,4126,30,12720,10812.0,2.62
9007754,2022-11-15,North America,Team,Inbound Organic,Medium,417,477,21,8757,7443.45,15.6
9004759,2022-11-15,North America,Starter,Outbound Sales,Low,96,3352,11,1056,897.6,0.27
9008033,2022-11-15,North America,Professional,Inbound Organic,Low,1196,441,33,39468,33547.799999999996,76.07
9007645,2022-11-15,North America,Starter,Inbound Organic,Low,107,561,10,1070,909.5,1.62
9000145,2022-11-15,North America,Team,Outbound Sales,Low,424,3936,16,6784,5766.4,1.47
9000149,2022-11-15,North America,Team,Partner Referral,Low,389,776,21,8169,6943.65,8.95
9005103,2022-11-16,APAC,Professional,Inbound Organic,Low,1135,570,42,47670,40519.5,71.09
9005601,2022-11-16,APAC,Team,Inbound Organic,Medium,386,457,20,7720,6562.0,14.36
9005122,2022-11-16,EMEA,Professional,Paid Ads,Low,1082,1380,44,47608,40466.799999999996,29.32
9002852,2022-11-16,APAC,Professional,Inbound Organic,Medium,1104,599,44,48576,41289.6,68.93
9006816,2022-11-16,North America,Team,Outbound Sales,Low,433,4317,23,9959,8465.15,1.96
9007190,2022-11-16,EMEA,Team,Inbound Organic,Low,364,497,19,6916,5878.599999999999,11.83
9005449,2022-11-16,LATAM,Team,Outbound Sales,Low,403,3308,17,6851,5823.349999999999,1.76
9004891,2022-11-16,North America,Professional,Inbound Organic,Low,1175,515,39,45825,38951.25,75.63
9003701,2022-11-16,APAC,Professional,Outbound Sales,Low,1103,3125,31,34193,29064.05,9.3
9008425,2022-11-16,North America,Professional,Partner Referral,Low,1215,907,27,32805,27884.25,30.74
9006958,2022-11-16,North America,Team,Paid Ads,High,427,1407,28,11956,10162.6,7.22
9008972,2022-11-16,North America,Team,Inbound Organic,Medium,397,491,27,10719,9111.15,18.56
9003195,2022-11-16,North America,Starter,Inbound Organic,Low,92,440,8,736,625.6,1.42
9002419,2022-11-16,EMEA,Starter,Outbound Sales,Medium,90,3758,15,1350,1147.5,0.31
9009164,2022-11-16,LATAM,Starter,Inbound Organic,Medium,89,568,13,1157,983.4499999999999,1.73
9004199,2022-11-16,North America,Professional,Outbound Sales,Low,1198,3431,27,32346,27494.1,8.01
